Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,/release/rl3522724609/?ref_=bo_yld_table_178,Crunchyroll,"$1,588,491",-,"Jan 20, 2023",PG-13,1 hr 54 min,"['Action', 'Adventure', 'Animation', 'Fantasy']",346 days/49 weeks,"1,473 theaters","Yasuhito Kikuchi

","
$1,588,491
","
$10,040,154
","
$11,628,645
"
The Banshees of Inisherin,/release/rl925926145/?ref_=bo_yld_table_179,Searchlight Pictures,"$184,454",-,"Oct 21, 2022
            -
            Mar 16, 2023",R,1 hr 54 min,"['Comedy', 'Drama']",437 days/62 weeks,"1,205 theaters","Martin McDonagh

","
$10,582,266
","
$39,668,359
","
$50,250,625
"
The Quiet Girl,/release/rl3213067009/?ref_=bo_yld_table_180,Neon,"$59,149",-,"Feb 24, 2023",PG-13,1 hr 35 min,['Drama'],311 days/44 weeks,244 theaters,"Colm Bairéad

","
$1,500,014
","
$5,285,390
","
$6,785,404
"
BlackBerry,/release/rl3388965633/?ref_=bo_yld_table_181,IFC Films/Elevation Pictures,"$492,145",-,"May 12, 2023",R,2 hr,"['Biography', 'Comedy', 'Drama', 'History']",234 days/33 weeks,449 theaters,"Matt Johnson

","
$1,476,597
","
$571,053
","
$2,047,650
"
Spirited Away,/release/rl284984065/?ref_=bo_yld_table_182,Fathom Events,"$700,271",-,"Apr 23, 2023",PG,2 hr 4 min,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",253 days/36 weeks,"1,046 theaters","Hayao Miyazaki

","
$1,455,081
","
–
","
$1,455,081
"
Dicks: The Musical,/release/rl1084523265/?ref_=bo_yld_table_183,A24,"$201,951",-,"Oct 6, 2023",R,1 hr 26 min,"['Comedy', 'Musical']",414 days/59 weeks,635 theaters,"Larry Charles

","
$1,453,012
","
$19,102
","
$1,472,114
"
Eileen,/release/rl893747201/?ref_=bo_yld_table_184,Neon,"$93,290",-,"Dec 1, 2023",R,1 hr 37 min,"['Drama', 'Mystery', 'Romance', 'Thriller']",358 days/51 weeks,558 theaters,"William Oldroyd

","
$1,435,007
","
$238,658
","
$1,673,665
"
Maybe I Do,/release/rl1240236801/?ref_=bo_yld_table_185,Vertical Entertainment,"$546,060",-,"Jan 27, 2023",PG-13,1 hr 35 min,"['Comedy', 'Romance']",339 days/48 weeks,465 theaters,"Michael Jacobs

","
$1,293,722
","
$3,156,374
","
$4,450,096
"
The First Slam Dunk,/release/rl1587315457/?ref_=bo_yld_table_186,GKIDS,"$662,211",-,"Jul 28, 2023",PG-13,2 hr 4 min,"['Animation', 'Comedy', 'Drama', 'Sport']",157 days/22 weeks,581 theaters,"Takehiko Inoue

","
$1,291,869
","
$157,010,419
","
$158,302,288
"
Billie Eilish Live at the O2,/release/rl2331673345/?ref_=bo_yld_table_187,Trafalgar Releasing,"$1,290,000",-,"Jan 27, 2023",,1 hr 45 min,"['Documentary', 'Music']",339 days/48 weeks,600 theaters,"Sam Wrench

","
$1,290,000
","
$833,117
","
$2,123,117
"
The Big Lebowski,/release/rl239568385/?ref_=bo_yld_table_188,Gramercy Pictures (I),"$5,533,844",-,"Mar 6, 1998",R,1 hr 57 min,"['Comedy', 'Crime']","9,759 days/1,394 weeks","1,235 theaters","Joel Coen

","
$18,718,818
","
$28,690,764
","
$47,409,582
"
Back to the Future,/release/rl2974385665/?ref_=bo_yld_table_189,Universal Pictures,"$11,152,500","$19,000,000","Jul 3, 1985",,1 hr 56 min,"['Adventure', 'Comedy', 'Sci-Fi']","14,388 days/2,055 weeks","1,550 theaters","Robert Zemeckis

","
$211,850,472
","
$11,483,764
","
$223,338,230
"
Tár,/release/rl605979393/?ref_=bo_yld_table_190,Focus Features,"$158,620",-,,R,2 hr 38 min,"['Drama', 'Music']",451 days/64 weeks,"1,090 theaters","Todd Field

","
$6,773,650
","
$22,274,921
","
$29,048,571
"
The Lost King,/release/rl2749203201/?ref_=bo_yld_table_191,IFC Films,"$516,462",-,"Mar 24, 2023",PG-13,1 hr 48 min,['Drama'],283 days/40 weeks,753 theaters,"Stephen Frears

","
$1,188,032
","
$3,330,537
","
$4,518,569
"
The Lord of the Rings: The Return of the King,/release/rl3984687873/?ref_=bo_yld_table_192,Fathom Events,,"$94,000,000","Apr 13, 2023",PG-13,3 hr 21 min,"['Action', 'Adventure', 'Drama', 'Fantasy']",263 days/37 weeks,"1,107 theaters","Peter Jackson

","
$1,176,085
","
$962,714
","
$2,138,799
"
Camp Hideout,/release/rl530678529/?ref_=bo_yld_table_193,Roadside Attractions,"$489,439",-,"Sep 15, 2023",PG,1 hr 40 min,"['Comedy', 'Family']",435 days/62 weeks,848 theaters,"Sean Olson

","
$1,125,010
","
$3,616
","
$1,128,626
"
Strange World,/release/rl3422914049/?ref_=bo_yld_table_194,Walt Disney Studios Motion Pictures,"$12,151,384",-,"Nov 23, 2022",PG,1 hr 42 min,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",404 days/57 weeks,"4,174 theaters","Don Hall

","
$37,968,963
","
$35,652,677
","
$73,621,640
"
Close,/release/rl2079163137/?ref_=bo_yld_table_195,A24,"$61,376",-,"Jan 27, 2023",PG-13,1 hr 44 min,['Drama'],339 days/48 weeks,233 theaters,"Lukas Dhont

","
$1,100,113
","
$4,115,931
","
$5,216,044
"
Emily,/release/rl2666693377/?ref_=bo_yld_table_196,Bleecker Street Media,"$40,287",-,"Feb 17, 2023",R,2 hr 10 min,"['Biography', 'Drama', 'History', 'Romance']",318 days/45 weeks,579 theaters,"Frances O'Connor

","
$1,097,067
","
$3,207,521
","
$4,304,588
"
Knights of the Zodiac,/release/rl4203184897/?ref_=bo_yld_table_197,,"$557,533",-,"May 12, 2023",PG-13,1 hr 52 min,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",234 days/33 weeks,588 theaters,"Tomasz Baginski

","
$1,090,155
","
$5,896,022
","
$6,986,177
"
Broker,/release/rl586646273/?ref_=bo_yld_table_198,Neon,"$3,265",-,"Dec 23, 2022",R,2 hr 9 min,"['Comedy', 'Crime', 'Drama']",374 days/53 weeks,271 theaters,"Hirokazu Koreeda

","
$1,046,899
","
$17,804,517
","
$18,851,416
"
Showing Up,/release/rl956203777/?ref_=bo_yld_table_199,A24,"$63,418",-,"Apr 7, 2023",R,1 hr 47 min,"['Comedy', 'Drama']",269 days/38 weeks,115 theaters,"Kelly Reichardt

","
$754,483
","
$467,945
","
$1,222,428
"
Inside,/release/rl132023041/?ref_=bo_yld_table_200,Focus Features,"$510,110",-,"Mar 17, 2023",R,1 hr 45 min,"['Drama', 'Thriller']",617 days/88 weeks,357 theaters,"Vasilis Katsoupis

","
$918,415
","
–
","
$918,415
"
