Title,Links,Distributor,Opening,Budget,Release Date,MPAA,Running Time,Genres,In Release,Widest Release,Director,Domestic,International,Worldwide
The Mummy,/release/rl3412426753/?ref_=bo_yld_table_186,Universal Pictures International (UPI),"$1,026,760","$80,000,000","Apr 26, 2024",PG-13,2 hr 4 min,"['Action', 'Adventure', 'Fantasy']",210 days/30 weeks,"1,236 theaters","Stephen Sommers

","
$1,579,230
","
–
","
$1,580,538
"
Jatt & Juliet 3,/release/rl3933503489/?ref_=bo_yld_table_187,Friday Entertainment,"$1,515,000",-,"Jun 28, 2024",,2 hr 15 min,"['Comedy', 'Romance']",147 days/21 weeks,143 theaters,"Jagdeep Sidhu

","
$1,515,000
","
$2,186,206
","
$3,701,206
"
Crew,/release/rl2522841089/?ref_=bo_yld_table_188,Friday Entertainment,"$1,500,000",-,"Mar 29, 2024",,1 hr 58 min,"['Comedy', 'Drama']",238 days/34 weeks,486 theaters,"Rajesh A Krishnan

","
$1,500,000
","
$2,506,016
","
$4,006,016
"
Turning Red,/release/rl56787713/?ref_=bo_yld_table_189,Walt Disney Studios Motion Pictures,"$578,047",-,"Feb 9, 2024",PG,1 hr 40 min,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music', 'Romance']",287 days/41 weeks,"1,560 theaters","Domee Shi

","
$1,399,001
","
$20,122,621
","
$21,521,622
"
You Gotta Believe,/release/rl2054914049/?ref_=bo_yld_table_190,Well Go USA Entertainment,"$677,094",-,"Aug 30, 2024",PG,1 hr 44 min,"['Family', 'Sport']",84 days/12 weeks,730 theaters,"Ty Roberts

","
$1,398,975
","
–
","
$1,398,975
"
Vindicating Trump,/release/rl3154608129/?ref_=bo_yld_table_191,SDG Releasing,"$774,874",-,"Sep 27, 2024",PG-13,1 hr 36 min,['Documentary'],56 days/8 weeks,813 theaters,"Debbie D'Souza

","
$1,372,091
","
–
","
$1,372,091
"
Something to Stand for with Mike Rowe,/release/rl1197899777/?ref_=bo_yld_table_192,Fathom Events,"$539,234",-,"Jun 27, 2024",,1 hr 36 min,['History'],148 days/21 weeks,809 theaters,"Jonathan Coussens

","
$1,358,690
","
–
","
$1,358,690
"
Goodrich,/release/rl2584641537/?ref_=bo_yld_table_193,Ketchup Entertainment,"$630,069",-,"Oct 18, 2024",R,1 hr 50 min,"['Comedy', 'Drama']",35 days/5 weeks,"1,055 theaters","Hallie Meyers-Shyer

","
$1,333,431
","
$299,419
","
$1,632,850
"
Small Things Like These,/release/rl2030272513/?ref_=bo_yld_table_194,Roadside Attractions,,-,"Aug 11, 2024",PG-13,1 hr 38 min,"['Drama', 'History']",103 days/14 weeks,801 theaters,"Tim Mielants

","
$1,330,826
","
$3,817,078
","
$5,147,904
"
Anatomy of a Fall,/release/rl1739752193/?ref_=bo_yld_table_195,Neon,"$117,848",-,"Oct 13, 2023",R,2 hr 31 min,"['Crime', 'Drama', 'Thriller']",406 days/58 weeks,583 theaters,"Justine Triet

","
$5,076,369
","
$30,975,137
","
$36,051,506
"
Luca,/release/rl1263108865/?ref_=bo_yld_table_196,Walt Disney Studios Motion Pictures,,-,,PG,1 hr 35 min,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']","1,253 days/179 weeks","1,390 theaters","Enrico Casarosa

","
$1,324,302
","
$49,750,471
","
$51,074,773
"
Neon Genesis Evangelion: The End of Evangelion,/release/rl743735297/?ref_=bo_yld_table_197,GKIDS,"$603,219",-,"Mar 17, 2024",,1 hr 27 min,"['Action', 'Animation', 'Drama', 'Sci-Fi']",250 days/35 weeks,570 theaters,"Hideaki Anno

","
$1,302,300
","
–
","
$1,302,300
"
Oddity,/release/rl2809233409/?ref_=bo_yld_table_198,Shudder/ IFC Films,"$562,333",-,"Jul 19, 2024",R,1 hr 38 min,"['Horror', 'Thriller']",126 days/18 weeks,790 theaters,"Damian Mc Carthy

","
$1,200,477
","
$249,541
","
$1,450,018
"
Indian 2,/release/rl2692317185/?ref_=bo_yld_table_199,FDN,"$1,200,000",-,"Jul 12, 2024",,3 hr,"['Action', 'Drama', 'Thriller']",133 days/19 weeks,525 theaters,"S. Shankar

","
$1,200,000
","
$683,599
","
$1,883,599
"
Kill,/release/rl3948838913/?ref_=bo_yld_table_200,Roadside Attractions,"$420,902",-,"Jul 4, 2024",R,1 hr 45 min,"['Action', 'Crime', 'Drama', 'Thriller']",141 days/20 weeks,828 theaters,"Nikhil Nagesh Bhat

","
$1,171,487
","
$759,212
","
$1,930,699
"
